text;setting;entrance;exit;business;delivery;modifier;location;unknown;play;year;lemmas;clean_lemmas;pos;ner_lemmas;ner_pos
Те же и Устинья Наумовна.;0;1;0;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['тот', 'же', 'и', 'устинья', 'наумовна'];['устинья', 'наумовна'];['S', 'S'];['Имя', 'Имя'];['PERSN', 'PERSN']
(целуясь).;0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['целоваться'];['целоваться'];['V'];['целоваться'];['V']
Олимпиада Самсоновна уходит.;0;0;1;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['олимпиада', 'самсоновна', 'уходить'];['олимпиада', 'самсоновна', 'уходить'];['S', 'S', 'V'];['олимпиада', 'Имя', 'уходить'];['S', 'PERSN', 'V']
(Вынимает бумажник и дает ей ассигнацию.);0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['вынимать', 'бумажник', 'и', 'давать', 'она', 'ассигнация'];['вынимать', 'бумажник', 'давать', 'ассигнация'];['V', 'S', 'V', 'S'];['вынимать', 'бумажник', 'давать', 'ассигнация'];['V', 'S', 'V', 'S']
Олимпиада Самсоновна выносит платье и отдает Устинье Наумовне.;0;1;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['олимпиада', 'самсоновна', 'выносить', 'платье', 'и', 'отдавать', 'устинья', 'наумовна'];['олимпиада', 'самсоновна', 'выносить', 'платье', 'отдавать', 'устинья', 'наумовна'];['S', 'S', 'V', 'S', 'V', 'S', 'S'];['олимпиада', 'Имя', 'выносить', 'платье', 'отдавать', 'Имя', 'Имя'];['S', 'PERSN', 'V', 'S', 'V', 'PERSN', 'PERSN']
Те же и Олимпиада Самсоновна.;0;1;0;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['тот', 'же', 'и', 'олимпиада', 'самсоновна'];['олимпиада', 'самсоновна'];['S', 'S'];['олимпиада', 'Имя'];['S', 'PERSN']
(Уходит.);0;0;1;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['уходить'];['уходить'];['V'];['уходить'];['V']
(глядит в окно).;0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['глядеть', 'в', 'окно'];['глядеть', 'окно'];['V', 'S'];['глядеть', 'окно'];['V', 'S']
Те же, Большов и Аграфена Кондратьевна;0;1;0;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['тот', 'же', 'большов', 'и', 'аграфена', 'кондратиевна'];['большов', 'аграфена', 'кондратиевна'];['S', 'S', 'S'];['Имя', 'Имя', 'Имя'];['PERSN', 'PERSN', 'PERSN']
Целуются.;0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['целоваться'];['целоваться'];['V'];['целоваться'];['V']
(Уходит.);0;0;1;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['уходить'];['уходить'];['V'];['уходить'];['V']
Аграфена Кондратьевна с водкой. Тишка вносит закуску и уходит.;0;1;1;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['аграфена', 'кондратиевна', 'с', 'водка', 'тишка', 'вносить', 'закуска', 'и', 'уходить'];['аграфена', 'кондратиевна', 'водка', 'тишка', 'вносить', 'закуска', 'уходить'];['S', 'S', 'S', 'S', 'V', 'S', 'V'];['Имя', 'Имя', 'водка', 'Имя', 'вносить', 'закуска', 'уходить'];['PERSN', 'PERSN', 'S', 'PERSN', 'V', 'S', 'V']
(Пьет.);0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['пить'];['пить'];['V'];['пить'];['V']
(Пьет.);0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['пить'];['пить'];['V'];['пить'];['V']
(пьет).;0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['пить'];['пить'];['V'];['пить'];['V']
Все молчат. Большов пьет.;0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['все', 'молчать', 'большов', 'пить'];['молчать', 'большов', 'пить'];['V', 'S', 'V'];['молчать', 'Имя', 'пить'];['V', 'PERSN', 'V']
(Плачет.);0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['плакать'];['плакать'];['V'];['плакать'];['V']
(Опускается головой на стол.);0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['опускаться', 'голова', 'на', 'стол'];['опускаться', 'голова', 'стол'];['V', 'S', 'S'];['опускаться', 'голова', 'стол'];['V', 'S', 'S']
(встает).;0;0;0;1;0;0;0;0;ostrovsky-svoi-ljudi;1850;['вставать'];['вставать'];['V'];['вставать'];['V']
(Уходит с Аграфеной Кондратьевной.);0;0;1;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['уходить', 'с', 'аграфена', 'кондратиевна'];['уходить', 'аграфена', 'кондратиевна'];['V', 'S', 'S'];['уходить', 'Имя', 'Имя'];['V', 'PERSN', 'PERSN']
Входит.;0;1;0;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['входить'];['входить'];['V'];['входить'];['V']
Тишка уходит.;0;0;1;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['тишка', 'уходить'];['тишка', 'уходить'];['S', 'V'];['Имя', 'уходить'];['PERSN', 'V']
Те же, Рисположенский и Аграфена Кондратьевна.;0;1;0;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['тот', 'же', 'рисположенский', 'и', 'аграфена', 'кондратиевна'];['рисположенский', 'аграфена', 'кондратиевна'];['A', 'S', 'S'];['рисположенский', 'Имя', 'Имя'];['A', 'PERSN', 'PERSN']
Аграфена Кондратьевна уходит с Олимпиадой Самсоновной.;0;0;1;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['аграфена', 'кондратиевна', 'уходить', 'с', 'олимпиада', 'самсоновна'];['аграфена', 'кондратиевна', 'уходить', 'олимпиада', 'самсоновна'];['S', 'S', 'V', 'S', 'S'];['Имя', 'Имя', 'уходить', 'олимпиада', 'Имя'];['PERSN', 'PERSN', 'V', 'S', 'PERSN']
Тишка входит.;0;1;0;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['тишка', 'входить'];['тишка', 'входить'];['S', 'V'];['Имя', 'входить'];['PERSN', 'V']
(Уходит.);0;0;1;0;0;0;0;0;ostrovsky-svoi-ljudi;1850;['уходить'];['уходить'];['V'];['уходить'];['V']
(К публике.);0;0;0;0;1;0;0;0;ostrovsky-svoi-ljudi;1850;['к', 'публика'];['публика'];['S'];['публика'];['S']
Сад. Видна часть дома с террасой. На аллее под старым тополем стол, сервированный для чая, скамьи, стулья. на одной из скамей лежит гитара. Недалеко от стола качели. – Третий час дня. Пасмурно.;1;0;0;0;0;0;0;0;chekhov-djadja-vanja;1897;['сад', 'видный', 'часть', 'дома', 'с', 'терраса', 'на', 'аллея', 'под', 'старый', 'тополь', 'стол', 'сервировать', 'для', 'чай', 'скамья', 'стул', 'на', 'один', 'из', 'скамья', 'лежать', 'гитара', 'недалеко', 'от', 'стол', 'качели', 'третий', 'час', 'день', 'пасмурно'];['сад', 'видный', 'часть', 'дома', 'терраса', 'аллея', 'старый', 'тополь', 'стол', 'сервировать', 'чай', 'скамья', 'стул', 'скамья', 'лежать', 'гитара', 'недалеко', 'стол', 'качели', 'третий', 'час', 'день', 'пасмурно'];['S', 'A', 'S', 'ADV', 'S', 'S', 'A', 'S', 'S', 'V', 'S', 'S', 'S', 'S', 'V', 'S', 'ADV', 'S', 'S', 'ANUM', 'S', 'S', 'ADV'];['сад', 'видный', 'часть', 'дома', 'терраса', 'аллея', 'старый', 'тополь', 'стол', 'сервировать', 'чай', 'скамья', 'стул', 'скамья', 'лежать', 'гитара', 'недалеко', 'стол', 'качели', 'третий', 'час', 'день', 'пасмурно'];['S', 'A', 'S', 'ADV', 'S', 'S', 'A', 'S', 'S', 'V', 'S', 'S', 'S', 'S', 'V', 'S', 'ADV', 'S', 'S', 'ANUM', 'S', 'S', 'ADV']
Марина (сырая, малоподвижная старушка, сидит у самовара, нижет чулок) и Астров (ходит возле).;0;1;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['марина', 'сырой', 'малоподвижный', 'старушка', 'сидеть', 'у', 'самовар', 'низать', 'чулок', 'и', 'астровый', 'ходить', 'возле'];['марина', 'сырой', 'малоподвижный', 'старушка', 'сидеть', 'самовар', 'низать', 'чулок', 'астровый', 'ходить', 'возле'];['S', 'A', 'A', 'S', 'V', 'S', 'V', 'S', 'A', 'V', 'PR'];['Имя', 'сырой', 'малоподвижный', 'старушка', 'сидеть', 'самовар', 'низать', 'чулок', 'астровый', 'ходить', 'возле'];['PERSN', 'A', 'A', 'S', 'V', 'S', 'V', 'S', 'A', 'V', 'PR']
(наливает стакан).;0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['наливать', 'стакан'];['наливать', 'стакан'];['V', 'S'];['наливать', 'стакан'];['V', 'S']
(нехотя принимает стакан).;0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['нехотя', 'принимать', 'стакан'];['нехотя', 'принимать', 'стакан'];['ADV', 'V', 'S'];['нехотя', 'принимать', 'стакан'];['ADV', 'V', 'S']
Пауза.;0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['пауза'];['пауза'];['S'];['пауза'];['S']
(раздумывая).;0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['раздумывать'];['раздумывать'];['V'];['раздумывать'];['V']
(Подумав.);0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['подумать'];['подумать'];['V'];['подумать'];['V']
(Закручивая свои длинные усы.);0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['закручивать', 'свой', 'длинный', 'ус'];['закручивать', 'свой', 'длинный', 'ус'];['V', 'APRO', 'A', 'S'];['закручивать', 'свой', 'длинный', 'ус'];['V', 'APRO', 'A', 'S']
(Целует ее в голову.);0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['целовать', 'она', 'в', 'голова'];['целовать', 'голова'];['V', 'S'];['целовать', 'голова'];['V', 'S']
Входит Войницкий.;0;1;0;0;0;0;0;0;chekhov-djadja-vanja;1897;['входить', 'войницкий'];['входить', 'войницкий'];['V', 'A'];['входить', 'войницкий'];['V', 'A']
(выходит из дому. он выспался после завтрака и имеет помятый вид. садится на скамью, поправляет свой щегольской галстук).;0;0;1;1;0;0;0;0;chekhov-djadja-vanja;1897;['выходить', 'из', 'дом', 'он', 'высыпаться', 'после', 'завтрак', 'и', 'иметь', 'помятый', 'вид', 'садиться', 'на', 'скамья', 'поправлять', 'свой', 'щегольской', 'галстук'];['выходить', 'дом', 'высыпаться', 'завтрак', 'иметь', 'помятый', 'вид', 'садиться', 'скамья', 'поправлять', 'свой', 'щегольской', 'галстук'];['V', 'S', 'V', 'S', 'V', 'V', 'S', 'V', 'S', 'V', 'APRO', 'A', 'S'];['выходить', 'дом', 'высыпаться', 'завтрак', 'иметь', 'помятый', 'вид', 'садиться', 'скамья', 'поправлять', 'свой', 'щегольской', 'галстук'];['V', 'S', 'V', 'S', 'V', 'V', 'S', 'V', 'S', 'V', 'APRO', 'A', 'S']
Пауза.;0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['пауза'];['пауза'];['S'];['пауза'];['S']
(Зевает.);0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['зевать'];['зевать'];['V'];['зевать'];['V']
(покачав головой).;0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['покачать', 'голова'];['покачать', 'голова'];['V', 'S'];['покачать', 'голова'];['V', 'S']
(свистит).;0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['свистеть'];['свистеть'];['V'];['свистеть'];['V']
Слышны голоса. из глубины сада, возвращаясь о прогулки, идут Серебряков, Елена Андреевна, Соня и Телегин.;0;1;0;1;0;0;1;0;chekhov-djadja-vanja;1897;['слышный', 'голос', 'из', 'глубина', 'сад', 'возвращаться', 'о', 'прогулка', 'идти', 'серебряков', 'елена', 'андреевна', 'соня', 'и', 'телегин'];['слышный', 'голос', 'глубина', 'сад', 'возвращаться', 'прогулка', 'идти', 'серебряков', 'елена', 'андреевна', 'соня', 'телегин'];['A', 'S', 'S', 'S', 'V', 'S', 'V', 'S', 'S', 'S', 'S', 'S'];['слышный', 'голос', 'глубина', 'сад', 'возвращаться', 'прогулка', 'идти', 'Имя', 'Имя', 'Имя', 'Имя', 'Имя'];['A', 'S', 'S', 'S', 'V', 'S', 'V', 'PERSN', 'PERSN', 'PERSN', 'PERSN', 'PERSN']
Елена Андреевна, Серебряков и Соня уходят в дом. Телегин идет к столу и садится возле Марины.;0;0;1;1;0;0;0;0;chekhov-djadja-vanja;1897;['елена', 'андреевна', 'серебряков', 'и', 'соня', 'уходить', 'в', 'дом', 'телегин', 'идти', 'к', 'стол', 'и', 'садиться', 'возле', 'марина'];['елена', 'андреевна', 'серебряков', 'соня', 'уходить', 'дом', 'телегин', 'идти', 'стол', 'садиться', 'возле', 'марина'];['S', 'S', 'S', 'S', 'V', 'S', 'S', 'V', 'S', 'V', 'PR', 'S'];['Имя', 'Имя', 'Имя', 'Имя', 'уходить', 'дом', 'Имя', 'идти', 'стол', 'садиться', 'возле', 'Имя'];['PERSN', 'PERSN', 'PERSN', 'PERSN', 'V', 'S', 'PERSN', 'V', 'S', 'V', 'PR', 'PERSN']
(Принимая стакан.);0;0;0;1;0;0;0;0;chekhov-djadja-vanja;1897;['принимать', 'стакан'];['принимать', 'стакан'];['V', 'S'];['принимать', 'стакан'];['V', 'S']
(мечтательно).;0;0;0;0;1;0;0;0;chekhov-djadja-vanja;1897;['мечтательный'];['мечтательный'];['A'];['мечтательный'];['A']
(вяло).;0;0;0;0;1;0;0;0;chekhov-djadja-vanja;1897;['вяло'];['вяло'];['ADV'];['вяло'];['ADV']
